,name,ingredients,steps,url
359,厚鬆餅 {露營OK},"['鬆餅粉:150g', '牛奶:依鬆餅粉包裝指示', '雞蛋:依鬆餅粉包裝指示', '雞蛋:2顆', '鮮奶油(可省):20g', '鮮奶:70g', '融化奶油或植物油:30g', '香草籽(可省):半條', '糖:40~50g', '中筋或低筋麵粉:150g', '泡打粉:5g', '鹽:1g']","['1:將自調: 蛋奶液組 放入調理盆中打勻，篩入自調:乾性材料組，攪拌均勻即可 (勿過度攪拌)', '2:平底鍋中用刷子薄薄塗一層油(植物油或奶油皆可)，模內側也抹油比較好脫模', '3:(若為鐵製鬆餅模，可以在內緣鋪一圈烘焙紙較好脫模)', '4:平底鍋開極小火熱鍋，放入鬆餅模， 將鬆餅糊倒入模子1/2~2/3高度', '5:蓋上鍋蓋，以極小火煎約8分鐘 (或鬆餅高度與模具平)。開蓋翻面，再煎約8分鐘。以牙籤刺入若無沾黏即完成!', '6:用竹籤在模具邊緣畫一圈脫模。放在盤子上，放一小塊奶油、淋上蜂蜜、楓糖、或巧克力醬，切點水果，或打一些鮮奶油', '7:就有一份幸福美味的厚鬆餅早餐/下午茶囉!']",https://icook.tw//recipes/117506
360,香Q蛋餅,"['蛋 (麵糊1/煎蛋1):2顆', '牛奶 或 水:150g', '中筋麵粉:90g', '玉米粉:10g', '鹽:少許', '蔥花:2根']","['1:蛋餅皮：將食材全部拌勻成麵糊 開小火煎至2面微金黃色澤即可', '2:打一顆蛋後 即可蓋上蛋餅皮 稍等蛋一點點熟 即可翻面 煎至微脆後 再捲成3折', '3:取出切成段狀 即可享用']",https://icook.tw//recipes/172307
361,酒蒸蛤蠣,"['大蛤蠣:1斤', '蒜頭:4-5顆', '蔥花:隨意', '米酒:2/3碗']","['1:蛤蠣洗淨吐沙備用', '2:大火熱鍋放入蛤蠣和蒜末加入米酒', '3:蓋上鍋蓋，等蛤蠣全開了就完成了!再依喜好加上蔥花']",https://icook.tw//recipes/285843
362,泰式打拋豬,"['豬絞肉:300g', '番茄（切丁）:1/2顆', '蒜頭（切末）:6〜7瓣', '辣椒（切末）:1/2根', '九層塔葉:15~20片', '米酒:15cc', '醬油:20cc', '魚露:20cc', '糖:3g', '檸檬汁:15cc']","['1:鍋子不需加油，將絞肉平鋪在鍋內以中大火煎1分鐘後，翻炒並平鋪再煎1分鐘，來回翻炒2次。', '2:待絞肉開始呈現焦黃時，加入蒜末及辣椒末爆香，拌炒均勻。', '3:趁鍋熱時，加入15cc的米酒嗆鍋去腥，拌炒後加入【調味料】並且炒勻。', '4:再加入九層塔葉，繼續拌炒，最後將番茄丁，加入後快速翻炒約20秒，即可熄火盛盤。', '5:超級下飯的泰式打拋豬完成！']",https://icook.tw//recipes/294279
363,【一鍋】雞肉義大利麵{露營OK},"['雞胸或雞腿肉:一片', '蒜頭 (切片):4瓣', '高湯:200g', '義大利麵:兩人份', '檸檬汁:5~10 g']","['1:鍋中加橄欖油，放入雞肉丁、蒜頭、鹽、黑胡椒拌炒至雞肉變白', '2:加入高湯200g、水100g，麵條折半放入鍋中 (沒有高湯加水300g即可)', '3:水滾後，蓋上鍋蓋，轉小火，煮15分鐘', '4:麵條軟後熄火加檸檬汁拌一拌，靜置5分鐘讓麵條收乾一些', '5:上桌前灑一些起司粉、放一片檸檬、加上九層塔 （皆可省）', '6:就是一道美味吸汁的「檬香雞肉義大利麵」了!']",https://icook.tw//recipes/113983
364,海苔包飯,"['小黃瓜:1條', '青江菜:3朵', '雞蛋:2顆', '雞腿排:1片', '鮭魚:1小塊', '明太子:適量', '白飯:3碗', '海苔片:3片']","['1:小黃瓜以削皮刀削成薄片、將青江菜燙熟備用(照片中為四季豆)；青江菜燙熟後將水分瀝乾,取5~6片葉子,其餘切碎拌入一碗白飯中備用；雞蛋一顆煎成荷包蛋,一顆打散煎成蛋片', '2:鮭魚入鍋中煎熟,冷卻後挑去魚皮、魚刺然後捏成碎塊', '3:雞腿排入鍋煎熟加入蜜汁醬備用', '4:桌上先鋪上保鮮膜,取一片海苔片,擺成菱形,將白飯鋪在中間(正方形)', '5:再依序放上青江葉片、蜜汁雞腿排、荷包蛋、青江葉片然後在鋪上一層白飯', '6:將海苔的左右邊往內摺', '7:在將上下的海苔往中心折,最後以保鮮膜包起來,定型後再對切即可', '8:三種口味的做法\r:左：白飯、黃瓜片、鮭魚、蛋皮、黃瓜片、白飯\r:中：白飯、青江葉、荷包蛋、蜜汁雞腿排、青江葉、白飯\r:右：青江菜拌飯、蛋皮、明太子、青江菜拌飯']",https://icook.tw//recipes/176089
365,馬鈴薯濃湯 {露營OK},"['馬鈴薯:一顆', '洋蔥:半顆', '牛奶:一些', '中筋麵粉:少許']","['1:將馬鈴薯和洋蔥切丁，放入湯鍋 (or 橄欖油炒香洋蔥，再加馬鈴薯炒一下', '2:加水或高湯蓋過食材再多一點點', '3:水煮滾後轉蓋鍋轉中小火，煮約15分鐘至馬鈴薯軟（中途可檢視水分，可酌量加高湯或水避免煮乾）', '4:（可稍微將馬鈴薯壓成泥）再加入牛奶蓋過食材，煮至滾', '5:小碗內以少量牛奶與中筋麵粉攪拌均勻，倒入湯鍋開中火，攪拌煮至濃稠（如果壓泥後已經濃稠則可省此步驟），加鹽、黑胡椒調味即可', '6:盛入食器後灑點綜合香料即可', '7:就是元氣滿滿的早餐配角', '8:搭配麵包或義大利麵都很讚喔！']",https://icook.tw//recipes/173501
366,壽喜燒Sukiyaki,"['火鍋豬肉片或牛肉片:1盒', '老豆腐:1盒', '洋蔥:1顆', '金針菇或鴻禧菇:2包', '蒟蒻絲:1包', '生菜、白菜或高麗菜:半顆', '醬油:4大匙', '柴魚高湯:3大匙', '味醂:2大匙', '米酒:2大匙', '糖:1大匙']","['1:豆腐先放鍋內乾煎一下，也可以用小烤箱烤', '2:趁乾煎豆腐的時候來調壽喜燒醬汁，我的比例是參考詹姆士的壽喜燒醬汁，醬油4大匙：柴魚高湯3大匙：味醂2大匙：米酒2大匙：糖 1大匙:金針菇、生菜煮過會出蠻多的水。:我會試吃一下，如果太鹹就再加柴魚高湯，如果太淡就再加一點壽喜燒醬汁:我懶得用柴魚片煮高湯，就用水+烹大師柴魚粉', '3:肉片炒過→炒洋蔥→倒一些醬汁煮一下讓肉入味', '4:擺上其他所有材料，再倒入一些壽喜燒醬汁', '5:煮滾幾分鐘就可以吃了']",https://icook.tw//recipes/127205
367,長棍麵包片,"['長棍麵包:4人份', '奶油乳酪:一包', '蘋果:數顆', '草莓:數顆', '香蕉:數根', '奇異果:數顆', '糖:一包', '肉桂粉:少許']","['1:將長棍麵包切成圓片狀。', '2:將草莓、香蕉、奇異果切片。', '3:稍微燉煮一下切片的蘋果、糖和肉桂粉。', '4:將奶油乳酪塗抹於麵包片上，再擺上水果。']",https://icook.tw//recipes/112172
368,茄汁雞肉燴飯 {露營OK},"['去骨雞腿肉:1隻', '洋蔥:1顆', '牛番茄:1顆', '番茄醬或番茄泥:2匙']","['1:鍋中加少許油，放入洋蔥及番茄炒軟', '2:放入雞肉塊，煎至赤赤', '3:加入番茄醬（或泥）、一點糖、醬油、少許水，蓋鍋煮至滾', '4:蓋鍋轉中火煮約5~10分鐘，過程可適喜好口味，隨意增加醬油、番茄醬、或糖的比例', '5:煮至雞肉軟、湯汁變濃稠即可！', '6:淋在熱呼呼的白飯上超下飯的！']",https://icook.tw//recipes/104661
369,青醬冷麵 {露營OK},"['義大利麵:三人份', '小黃瓜:1條', '青醬:適量', '小番茄:8~10顆']","['1:烤箱預熱200度', '2:將小番茄對半切，放入調理盆中，倒入橄欖油，灑少許鹽，拌一拌讓每個蕃茄都有沾到橄欖油', '3:烤盤鋪上烘焙紙，放上番茄，烤15~20分即可 (或直接煎)', '4:煮麵鍋中放水加鹽，放入麵條煮至軟', '5:如果沒有挫籤的工具，用刨刀將小黃瓜一條一條削下來(刨深一點有點厚度)', '6:像這樣', '7:大約4~5片疊在一起，先對半切短，再整疊切成條狀', '8:麵煮好後以冷開水沖洗去黏性，加一點點橄欖油拌開', '9:在原煮麵鍋中(這樣就不用洗兩個鍋子) 放入麵條、小黃瓜絲、青醬、鹽，開小火拌勻所有食材，快好時灑入帕馬森起司粉(可略)', '10:放上酸甜的橄欖油小番茄，加上一片檸檬，吃的時候擠汁', '11:就是一盤超適合夏天享用的小黃瓜義大利麵了! Bon Appetit!']",https://icook.tw//recipes/111494
370,香蕉法式吐司 {露營ok},"['吐司:4片', '香蕉:2根', '蛋奶汁::如下:', '蛋:1顆', '牛奶:70g', '糖:10g']","['1:將蛋奶汁先攪拌均勻，倒入調理盤中', '2:吐司去邊，每片以桿麵棍稍微桿平', '3:每片包入半根香蕉，緊緊捲起，收口處捏一下', '4:將土司捲放入蛋奶汁中，滾一滾，使沾滿汁液', '5:平底鍋放入一點油，以小火熱鍋', '6:放入土司捲，定時滾動，讓整個捲都煎到金黃色', '7:即完成了超香的法國吐司捲!', '8:淋上蜂蜜就可以上桌啦! Yum!']",https://icook.tw//recipes/111356
371,蕃茄雞湯煨麵 {露營ok},"['麵條:2把', 'costco有機雞湯或自製高湯:半瓶', '洋蔥:半個', '牛番茄:一顆', '高麗菜:1/4顆', '肉片:6片', '菇菇:一盒']","['1:鍋中雞湯加水=1:1，加入洋蔥、番茄、高麗菜，煮滾', '2:放入麵條與肉片煮約15分鐘', '3:麵條快軟時，加入菇菇', '4:加鹽、白胡椒、一點點酒調味，麵條煮至喜歡的軟度即可。', '5:就是一碗簡單又營養，很撫慰人心的暖暖麵了～']",https://icook.tw//recipes/105930
372,菇菇蛤蠣湯,"['美白菇:0.5包', '鴻禧菇:0.5包', '蛤蠣:20顆', '老薑:1小塊', '青蔥:1-2根', '水:約800cc', '米酒:1-2大匙', '鹽:少許', '麻油或香油:少許']","['1:準備食材，清洗乾淨，蛤蠣先以鹽水吐沙約2小時，期間需換水清洗再重泡。', '2:美白菇與鴻禧菇以手於底部約2-3株撕開，薑切絲，青蔥切蔥花。', '3:起鍋，放入水及薑絲煮滾。', '4:先放入美白菇及鴻禧菇，再放入蛤蠣、米酒。', '5:等蛤蠣開始開嘴時，加入蔥花，以鹽調味，蛤蠣全開嘴即可關火。', '6:起鍋盛碗，再滴入少許麻油或香油即可。']",https://icook.tw//recipes/275914
373,油醋芥末蝴蝶麵 {露營ok},"['蝴蝶麵:200g', '紫洋蔥:半個', '小番茄:隨意', '法式香草風味料粉:一些', '* 醬汁:材料：', '1. 葡萄醋或任何果醋:5g', '2. 芥末籽醬:20g', '3. 橄欖油:25g', '4. 帕瑪森起司粉:25~30g']","['1:鍋中放水加鹽煮滾後放入蝴蝶麵，大約再煮15~20分，或至軟', '2:調理盆中放入醬汁材料1~4，加一些鹽與黑胡椒，攪拌均勻', '3:蝴蝶麵煮軟後以冷開水沖一沖，之後倒入調理盆中', '4:小番茄切1/4，紫洋蔥切絲，通通丟入調理盆中，灑些手邊有的香料粉（我用法式香草風味料）拌勻', '5:一大碗盛上桌，可以是派對點心、可以是野餐主食、更可以是可口開胃的早餐呢！', '6:Yum Yum !']",https://icook.tw//recipes/110712
374,皮超脆日式煎餃(使用冷凍水餃),"['冷凍水餃:12顆', '沙拉油:1大匙', '熱水:50CC', '芝麻油:1小匙', '醬油:1小匙', '白醋:1小匙']","['1:把冷凍水餃一個一個分開，麵粉不用拍掉', '2:倒入沙拉油熱鍋後，把冷凍水餃擺入鍋內', '3:倒入約50CC的熱水，倒的時候儘量把水餃上的麵粉沖掉，然後蓋上蓋子用中大火悶６分鐘', '4:打開蓋子讓水份蒸發，起鍋前淋上一小匙芝麻油', '5:這樣就完成皮超脆的日式煎餃囉！', '6:沾醬我都是用１：１的醬油和白醋', '7:某天一次煎了40顆～～～～']",https://icook.tw//recipes/110616
375,三步驟完成的輕料理 - 焗烤乳酪蛋吐司,"['吐司:1片', '雞蛋:1顆', '焗烤用乳酪絲:少許']","['1:準備材料', '2:將吐司中間畫個正方形(留意不要劃破)，壓扁中間形成一個凹槽。', '3:將雞蛋打至凹槽內，蛋黃依個人喜好可破可不破。', '4:撒上焗烤用乳酪絲，中間鋪薄薄一層就好，免得下面的蛋不夠熟。', '5:放進烤箱烤約8~10分鐘，約7~8分鐘時轉上火，讓上面烤的微焦一些就可以出爐了。(每家烤箱的溫度不太相同，請自行衡量時間)', '6:剛烤好的乳酪會牽絲，熱熱的吃最美味了^^']",https://icook.tw//recipes/110044
376,鮭魚飯糰 {露營ＯＫ},"['白飯或糙米魬:2～3碗', '鮭魚（厚片）:一片']","['1:將鮭魚切成四塊，放入不沾鍋，開中小火煎至四面皆赤赤，魚肉熟', '2:用叉子或筷子將鮭魚壓成小塊小塊，一邊將刺挑出', '3:倒入飯拌炒，加鹽與黑胡椒調味即 完成！(當炒飯直接吃，或捏成飯糰皆可)', '4:煮個菇菇湯、煎個玉子燒，就是一套很營養的早餐囉。']",https://icook.tw//recipes/109032
377,超快速簡單＊蔬菜咖哩濃湯麵,"['一般陽春麵或白麵條:2人份', '咖哩塊:2塊', '蘑菇:3朵', '紅蘿蔔:適量', '四季豆:適量', '中型洋蔥:半個', '番茄:1個', '雞蛋:2個', '鹽巴:少許', '胡椒粉:少許']","['1:準備好所有材料。', '2:鍋子裡加冷水、咖哩塊、紅蘿蔔切片中火煮滾。', '3:把剩下蔬菜切塊。', '4:確定咖哩塊已經煮散融入水中。', '5:等雞蛋熟了之後下麵條，以中火方式煮到麵條熟透，加入適量鹽巴和胡椒粉調味即可。', '6:加入切好的蔬菜類再次煮滾，煮滾後加入雞蛋（不要打散）。', '7:完成啦！！快速煮美味咖哩濃湯麵']",https://icook.tw//recipes/108610
378,簡單又下飯♥咖哩風味雞腿肉,"['雞腿肉:150g', '★醬油:1/2大匙', '★酒:1/2大匙', '★味醂:1/2大匙', '★砂糖:適量', '★鹽:適量', '★咖哩粉:1小匙', '沙拉油:1大匙', '麵粉:1小匙']","['1:把雞腿肉切成可以一口吃的大小', '2:然後拿叉子把肉戳一戳', '3:把肉和有★的調味料放到保鮮袋裡面', '4:快速揉捏!讓調味料都均勻附著在雞腿肉上', '5:放入冰箱靜置3小時後拿出', '6:加入1小匙麵粉揉勻', '7:沙拉油倒進鍋子裡開大火,等油都熱了以後再轉中火,把雞腿肉都放入鍋子裡(有雞皮的那一面朝下),暫時都不要翻動', '8:等肉周圍的顏色轉白以後就可以翻面轉小火,然後蓋上鍋蓋悶3分鐘,讓肉中心的部分也熟透', '9:之後打開鍋蓋,開大火快速翻炒一下,讓表面的水氣蒸發後就完成了!!!!!']",https://icook.tw//recipes/108078
379,豆漿肉片菇菇湯 {露營OK},"['洋蔥:1/3顆', '薄肉片:8~10片', '菇類:隨意', '無糖豆漿:蓋過食材', '高湯:蓋過食材']","['1:湯鍋加少許油，炒香洋蔥與肉片', '2:將菇類加入鍋中', '3:加水、豆漿、高湯(1:1:1) 煮滾，轉小火煮一下', '4:加鹽及黑胡椒調味就完成了', '5:いただきます! 開動了']",https://icook.tw//recipes/107715
380,清涼夏日番茄冷麵,"['義大利麵:一把', '小番茄:6顆', '小黃瓜:半根', '檸檬:半顆', '黑胡椒:適量', '乾巴西利:適量', '橄欖油:兩茶匙']","['1:將義大利麵煮熟，撈起用冰水冰鎮３０秒', '2:將小番茄、小黃瓜切碎，加鹽、橄欖油、檸檬汁、黑胡椒、乾巴西利攪拌均勻', '3:將冰鎮好的義大利麵與所有材料攪拌均勻，完成']",https://icook.tw//recipes/107580
381,三種食材→煎出Q彈好吃的【地瓜餅】,"['地瓜:400g', '地瓜粉:70g', '低筋麵粉:20g']","['1:就地瓜約400G、地瓜粉70G、低筋麵粉20G這三種而已', '2:我這次有稍稍加了一些糖粉，所以吃起來的口感剛剛好，不會太甜\r:\r:而追求養生無負擔的朋友們，就可以原味品嚐嘍~\r:\r:粉的調製如下圖，搭配好後請攪拌一下使其均勻。', '3:地瓜請不要切得太大塊，否則很難壓拌成泥狀，\r:\r:切完塊狀後，請放入電鍋內蒸煮，並在外鍋處倒入兩杯量杯米的水。\r:\r:等待跳起後，先稍微壓拌成地瓜泥狀!!', '4:接著剛調配好的粉，就可以分兩、三次慢慢壓揉~\r:\r:因為湯匙實在是太難壓拌了，\r:\r:所以索性清洗了雙手將麵粉及地瓜泥壓揉成糰狀!!', '5:壓揉至完全看不到白色粉末狀才行喔~\r:\r:接著將這地瓜麵粉糰拉揉成長塊狀(好像巴娜娜)，並切成段塊狀!!', '6:並以掌心搓揉成圓型狀，再將它壓扁扁塑型。', '7:地瓜餅，我使用的是植物性奶油塊來煎煮，\r:\r:追求健康的您，也可以使用橄欖油喔~不過個人覺得奶油香氣超讚的。\r:\r:待奶油溶化後讓奶油均勻的分佈於鍋面。', '8:接著就可以立即將這些塑型好的麵糰放入鍋中煎煮。\r:\r:剛剛準備的那些食材，我分兩次下鍋總共煎出約18塊地瓜餅。', '9:約3分鐘後，趕快來翻一下，其實地瓜本來就是熟的，\r:\r:所以煎煮成色澤兩面皆呈金黃面時，就差不多可以起鍋了!!', '10', '11:是女兒放學後的小點心，而且地瓜又容易有飽足感，\r:\r:四點下課後吃個幾片，又可以撐到六點再吃晚餐，\r:\r:地瓜本來就是一種好食材，自已做吃得更放心又無負擔~']",https://icook.tw//recipes/106940
382,迷迭香無油雞腿排 {露營OK},"['去骨雞腿排:4隻', '新鮮迷迭香:15支', '米酒:2大匙', '鹽:1小匙', '黑胡椒:一些']","['1:將雞腿排對半切成4小塊', '2:把所有材料放入密封袋或保鮮盒中，捏揉混合均勻後，放冰箱冷藏至少五小時', '3:將雞肉取出，雞皮面向下鋪在平底鍋中 (不放油喔!)，開中小火慢煎', '4:煎至皮恰恰後，翻面續煎，煎到雞肉熟軟即完成', '5:光配這個就可以吃完一碗飯喔!', '6:超美味的~']",https://icook.tw//recipes/106810
383,香腸炒飯,"['白飯:2碗', '蔥花,洋蔥:適量', '雞蛋:2顆', '香腸:3條', '醬油,鹽巴,白胡椒:適量']","['1:首先香腸切片放入鍋中煎熟備用', '2:利用煎香腸的油(若油不夠可以再加入適量的油)炒香洋蔥及雞蛋', '3:倒入白飯加入調味料一起拌炒均勻最後倒入香腸及蔥花快速拌炒一下完成']",https://icook.tw//recipes/290093
384,(超快速)鹹蛋苦瓜,"['苦瓜:1條', '鹹蛋:2顆', '蒜末:1小匙', '蔥花:少許', '辣椒:少許', '米酒:1小匙', '糖:適量']","['1:先將苦瓜切片後用水川燙約1~2分鐘。', '2:起油鍋，先將蒜末爆香後再倒入鹹蛋黃炒到蛋黃起泡。', '3:將苦瓜倒入拌炒。(喜歡苦瓜口感較軟的人可以在此步驟添加2大匙的水(高湯)煨煮。)', '4:起鍋前再加入切碎的鹹蛋白、蔥花和辣椒，最後再加入少許的糖調味就完成了。']",https://icook.tw//recipes/105705
385,【一鍋】完成義大利麵 {露營ok},"['洋蔥(切絲):1/2個', '蒜瓣:10個', '牛番茄 (切6~8塊):2個', '蘑菇 (對半切):10個', '青花菜:6~8小朵', '蝦仁:8~10尾', '中卷 (切段):2隻', '義大利麵條:2人份']","['1:蝦仁和中卷灑一咪咪鹽巴，備著', '2:鍋中加一點橄欖油，放入蒜瓣、洋蔥、蕃茄炒香', '3:接著放入蔬菜 (我用蘑菇與青花菜) 略炒', '4:加兩杯水(400~500ml) 及一些鹽，將麵條折半，放入鍋中，蓋上鍋蓋', '5:煮滾之後，打開鍋蓋攪拌一下鍋中物，再度蓋鍋，轉小火', '6:接下來的20分鐘， 約每5分鐘打開翻動一下麵條', '7:10分鐘後放入中卷和蝦仁。若鍋快乾了，可酌量再加一些高湯或水', '8:試吃麵條，軟了就ok! (麵條實在太太太入味了~)', '9:可灑些香料鹽增加風味，若無也一樣好吃! 麵條已經很吸汁可口了!', '10:只洗一個鍋子的超入味義大利麵 完成!']",https://icook.tw//recipes/104655
387,泰式綠咖哩 {露營OK},"['去骨雞腿:4人份', '蒜瓣:10個', '小番茄（切半）:6~8顆', '泰式咖哩粉:一些', '椰奶:70~100ml', '魚露:幾滴', '檸檬葉:幾片', '九層塔:4朵', '蔬菜（茄子、櫛瓜、花菜...）:一些']","['1:湯鍋中加點油，放入蒜瓣、雞肉塊炒至雞肉赤赤', '2:加入蕃茄略炒，灑入咖哩粉同炒', '3:加水或高湯蓋過雞肉，倒入椰奶煮至滾', '4:加入幾滴魚露、檸檬葉、蔬菜同煮15~20分鐘', '5:試試味道，不夠鹹加鹽和魚露;不夠辣再加咖哩粉;不夠奶，加椰奶。自行調整喜歡的口味', '6:熄火前加入九層塔，攪拌', '7:淋在飯上後再擠幾滴檸檬和魚露。好好吃！']",https://icook.tw//recipes/104321
388,咖哩雞肉,"['雞肉:200g', '馬鈴薯:1.5顆', '紅蘿蔔:半條', '洋蔥:半顆', '咖哩塊:4小塊', '水:適量', '蒜頭:適量', '醬油:2大匙', '米酒:1大匙', '白糊椒:適量']","['1:馬鈴薯、紅蘿蔔切塊加水（蓋過兩者的量再多一些），用一杯水的量放入電鍋先蒸熟備用。', '2:雞肉用醬油、米酒、白糊椒先醃20分鐘後，用一杯水的量放入電鍋先蒸熟備用。（若在意肉的香氣，也可以用平底鍋煎半熟）', '3:炒鍋或不沾湯鍋加入適量沙拉油，加入蒜頭爆香後加入洋蔥炒至變金黃，將步驟1食材倒入加入咖哩塊及適量水煮滾。', '4:試一下咖哩醬汁味道，（太濃加水太淡加咖哩塊），加入步驟2食材再煮3分鐘即可完成。']",https://icook.tw//recipes/294615
389,【鑄鐵鍋】簡易海鮮燉飯 {露營OK},"['米:2杯', '洋蔥:1顆', '小蕃茄（切半）:6~8顆', '蒜頭:5~10瓣', '白酒:1米杯', '高湯（煮開蛤蜊的湯汁）:3米杯', '蝦仁:10隻', '中卷（切）:4條', '蛤蜊（吐沙）:15~20個']","['1:中卷和蝦仁用白酒醃一下，蛤蜊吐過沙後放入滾水中，燙至一開口即撈起。', '2:以橄欖油熱鑄鐵鍋，炒香蒜片，加入中卷和蝦仁炒至蝦子變紅即盛起', '3:原鍋、原油繼續炒洋蔥和蕃茄', '4:加入米拌炒一下後，倒入煮蛤蜊的高湯和白酒一邊攪拌一邊煮至滾', '5:蓋上鍋蓋轉小火，煮約10分鐘 (記得大約2、3分鐘就要打開鍋蓋攪拌)', '6:放入所有海鮮料，蓋上鍋蓋再煮10分鐘（記得攪拌）', '7:煮至飯也透米心了，關火。蓋上鍋蓋燜10分鐘即完成 （不夠鹹可酌量加鹽）', '8:請享用！']",https://icook.tw//recipes/104266
390,奶油鮭魚鮮菇燉飯~30分就開飯!,"['白米:2杯', '水:4杯', '鮭魚(無刺):適量', '好菇道:2包', '北海道奶油濃湯塊:1/4盒', '小磨坊粗粒黑胡椒粉:適量', '蒜苗:適量']","['1:平底不沾鍋32公分1個，:倒2杯白米，4杯水，米要鋪平。:均勻鋪平放菇類，鮭魚。', '2:撒粗粒黑胡椒粉＆切碎的北海道奶油濃湯塊', '3:蓋透明鍋蓋，中火煮到透過鍋蓋看到水收至９分乾，熄火。鍋蓋不打開，直接悶15分(此時為熄火狀態)，飯才會Q。', '4:開蓋撒切碎的蒜苗，亦可撒腰果，開動！秒殺～～']",https://icook.tw//recipes/104102
391,5分鐘酒蒸蛤蜊,"['蛤蜊:1斤', '蒜末:5瓣', '蔥花:1支', '無鹽奶油:1大匙', '米酒:2大匙', '醬油:1小匙', '辣椒:適量']","['1:備料：蛤蜊需吐沙，蒜頭切末，青蔥切花，奶油切小塊放室溫回軟。', '2:加入兩小匙油熱鍋，加入蒜頭、辣椒爆香。', '3:放入蛤蜊，加入米酒，轉中火，蓋上鍋蓋悶煮約3-5分鐘，至蛤蜊打開就可掀蓋。', '4:加入奶油、醬油，大火拌炒至奶油融化就可關火（煮太久蛤蜊肉會縮），最後撒上蔥花就可以盛盤。']",https://icook.tw//recipes/101777
392,10分鐘早餐~麻油雞蛋麵線~,"['麻油:1大匙', '老薑:1塊', '有機蛋:1顆', '麵線:1人份', '黑豆酒:2大匙', '鰹魚粉:1匙']","['1:一大匙的麻油先把薑煸至微焦~', '2:把薑撥到旁邊~蛋放下去煎至二面微焦(不用熟)~蛋先盛起放在碗裡~', '3:加入一大碗的熱水或雞高湯和二大匙的自釀黑豆酒(喜歡全酒的人也可以加全酒):大火煮滾煮約2~3分鐘~加一點點雞粉調味~另起一鍋水把麵線燙熟撈起瀝乾~放到碗裡就可以開動囉~']",https://icook.tw//recipes/103192
394,好吃炒飯小秘訣分享【洋蔥香腸蛋炒飯】,"['洋蔥:半顆', '隔夜飯:約三碗', '雞蛋:2顆', '香腸:2~3條', '蠔油:酌量', '胡椒粉:酌量', '蔥花:酌量']","['1:食材準備', '2:接下來請注意，香腸千萬不要先丟下去煎炒，::因為香腸在煎煮的過程中，是會讓整個鍋子變焦、變黑喔!::所以第一步驟，請記得熱油鍋後，先將雞蛋打散後下鍋拌炒!!', '3:將蛋液快速拌炒、切散後，約八分熟的時侯請先拿個碗裝盛起來!', '4:然後再下一點點的油來煎煮香腸。::開中火即可，火侯不要過大，否則鍋子容易焦黑嘍~', '5:然後待香腸約七分熟時，就可以將洋蔥全數倒下一起拌炒了!::而其洋蔥的切法，適個人口感嘍，您也可以切得比我細短一點。', '6:這時還是需要下一點點的油來將洋蔥的香氣爆炒出來!!::我們不要吃得太過油腻，所以油千萬不要下得太多嘍~', '7:這次我放了一整顆洋蔥的量，洋蔥還沒煮軟時，看起來真的是好大一鍋都是料喔!!', '8:均勻拌炒至洋蔥稍稍軟化時，飯就可以在此時倒入一起拌炒了~', '9:接著可以倒入酌量的醬油膏。::切記，醬油膏不要過量，因為香腸本身已帶鹹度嘍~', '10:請把成塊狀的飯團壓拌成顆粒狀，再接著蛋也可以一起加入拌炒了!', '11:並灑下一點點胡椒粉來增加香氣!', '12:最後要起鍋前，再灑上蔥花即可。', '13:洋蔥本身帶甜、香腸帶點鹹味不過也有甜味兒，所以100%保證小朋友都超愛吃的。']",https://icook.tw//recipes/102783
395,(超簡單+零失敗) 和風蔥肉捲,"['梅花豬肉片:150g', '青蔥:5支', '醬油:1.5大匙', '味醂:1大匙', '米酒:1大匙', '糖:1小匙', '水:1大匙']","['1:把青蔥切成長段後備用；醬料混合均勻後備用。', '2:利用豬肉片把青蔥捲起來。', '3:起油鍋，把蔥肉捲下鍋油煎。(各面都要煎到)', '4:把步驟1調勻的醬料倒入鍋內，且讓蔥肉捲均勻沾裹。', '5:等豬肉熟透起鍋後，將多餘的醬汁收乾，並淋在蔥肉捲上，最後再灑上白芝麻就完成了。']",https://icook.tw//recipes/101928
396,蘑菇濃湯（起司版） {露營OK},"['磨菇:300g', '青花菜:半顆', '洋蔥丁:1/3~1/4顆', '牛奶:300g', '中筋麵粉:20g', '起司片(切小塊):一片']","['1:鍋中放少許水或高湯蓋過洋蔥丁，將洋蔥煮軟。', '2:蘑菇切片後與青花菜一起放入鍋中同煮至青花菜梗變軟。', '3:麵粉與牛奶100g 在小碗中攪拌均勻。', '4:加入剩餘的牛奶煮至滾', '5:加入牛奶麵糊和起司，邊煮邊攪拌，煮至濃稠', '6:加鹽及黑胡椒調味即完成。', '7:是很棒的早餐濃湯喔!']",https://icook.tw//recipes/101892
397,培根清炒義大利麵 {露營OK},"['培根丁:3~4條', '蒜瓣:10~15顆', '洋蔥:1/4顆', '義大利麵:2人份', '小番茄 (對半切):數顆', '蒸熟毛豆:一小碗']","['1:一鍋水加鹽，煮義大利麵', '2:另一鍋開中火，放入培根丁、蒜瓣、洋蔥。培根加熱後會逼出油脂，以其炒軟洋蔥', '3:加入小蕃茄略炒至表皮皺皺，加入義大利麵及毛豆拌炒', '4:加入鹽、胡椒鹽等香料(家裡有什麼就加什麼)', '5:盛起裝盤，完成!']",https://icook.tw//recipes/101886
